row_id,Salary,lower_bound,upper_bound,modified_z_log_salary,is_iqr_outlier,is_log_mz_outlier,is_hybrid_outlier,kept_in_analysis
0,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
1,125000,-65000.0,295000.0,0.17783795626118462,False,False,False,True
2,110000,-65000.0,295000.0,-0.03545838116887631,False,False,False,True
3,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
4,145000,-65000.0,295000.0,0.4254841156260003,False,False,False,True
5,130000,-65000.0,295000.0,0.2432796665765797,False,False,False,True
6,50000,-65000.0,295000.0,-1.3510386963799785,False,False,False,True
7,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
8,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
9,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
10,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
11,70000,-65000.0,295000.0,-0.7896180370441199,False,False,False,True
12,100000,-65000.0,295000.0,-0.19448815588220966,False,False,False,True
13,105000,-65000.0,295000.0,-0.11307934066413845,False,False,False,True
14,100000,-65000.0,295000.0,-0.19448815588220966,False,False,False,True
15,40000,-65000.0,295000.0,-1.7233648085233757,False,False,False,True
16,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
17,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
18,70000,-65000.0,295000.0,-0.7896180370441199,False,False,False,True
19,120000,-65000.0,295000.0,0.10972442835437447,False,False,False,True
20,155000,-65000.0,295000.0,0.5367619904933111,False,False,False,True
21,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
22,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
23,110000,-65000.0,295000.0,-0.03545838116887631,False,False,False,True
24,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
25,120000,-65000.0,295000.0,0.10972442835437447,False,False,False,True
26,135000,-65000.0,295000.0,0.3062512806165656,False,False,False,True
27,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
28,140000,-65000.0,295000.0,0.3669325034536489,False,False,False,True
29,350,-65000.0,295000.0,-9.630124044815291,False,True,True,False
30,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
31,95000,-65000.0,295000.0,-0.2800735683481583,False,False,False,True
32,165000,-65000.0,295000.0,0.6410803152111051,False,False,False,True
33,92000,-65000.0,295000.0,-0.3336145169071946,False,False,False,True
34,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
35,130000,-65000.0,295000.0,0.2432796665765797,False,False,False,True
36,40000,-65000.0,295000.0,-1.7233648085233757,False,False,False,True
37,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
38,120000,-65000.0,295000.0,0.10972442835437447,False,False,False,True
39,125000,-65000.0,295000.0,0.17783795626118462,False,False,False,True
40,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
41,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
42,110000,-65000.0,295000.0,-0.03545838116887631,False,False,False,True
43,60000,-65000.0,295000.0,-1.0468261121433942,False,False,False,True
44,85000,-65000.0,295000.0,-0.4656590717040553,False,False,False,True
45,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
46,30000,-65000.0,295000.0,-2.203376652641163,False,False,False,True
47,110000,-65000.0,295000.0,-0.03545838116887631,False,False,False,True
48,95000,-65000.0,295000.0,-0.2800735683481583,False,False,False,True
49,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
50,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
51,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
52,35000,-65000.0,295000.0,-1.9461685775418887,False,False,False,True
53,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
54,45000,-65000.0,295000.0,-1.5268379562611847,False,False,False,True
55,200000,-65000.0,295000.0,0.962062384615559,False,False,False,True
56,148446,-65000.0,295000.0,0.46467419962969786,False,False,False,True
57,80000,-65000.0,295000.0,-0.566814268025607,False,False,False,True
58,171468,-65000.0,295000.0,0.7052380318276513,False,False,False,True
59,95000,-65000.0,295000.0,-0.2800735683481583,False,False,False,True
